Name,Speed,Module,First Word Latency,CAS Latency,Price Per GB,Color,Rating,Review Count,Price
Avexir Core 16 GB,DDR3-1600,4 x 4GB,11.25 ns,9,,Black / Orange,0,0,0
Avexir Standard 16 GB,DDR3-1600,4 x 4GB,11.25 ns,9,,Black / Silver,0,0,0
Avexir Core 16 GB,DDR3-1600,2 x 8GB,12.5 ns,10,,Black / Blue,4.5,4,0
Avexir Core 32 GB,DDR3-1600,4 x 8GB,12.5 ns,10,,Black / Blue,0,0,0
ADATA XPG V2 16 GB,DDR3-1600,2 x 8GB,11.25 ns,9,,Black / Silver,5,3,0
ADATA XPG V2 16 GB,DDR3-2400,2 x 8GB,9.167 ns,11,,Black / Yellow,5,3,0
ADATA XPG V2 16 GB,DDR3-2400,2 x 8GB,9.167 ns,11,,Black / Silver,4.5,2,0
ADATA XPG V2 16 GB,DDR3-2600,2 x 8GB,8.462 ns,11,,Black / Silver,0,0,0
ADATA XPG V2 8 GB,DDR3-2800,2 x 4GB,7.857 ns,11,,Black / Yellow,0,0,0
GeIL EVO VELOCE 16 GB,DDR3-2133,2 x 8GB,9.376 ns,10,,Red / Silver,0,0,0
Kingston KTD-L3CL/4G 4 GB,DDR3-1600,1 x 4GB,13.75 ns,11,$8.748,Green,0,0,$34.99
G.Skill Trident X 8 GB,DDR3-2800,2 x 4GB,8.571 ns,12,,,0,0,0
G.Skill Trident X 8 GB,DDR3-3000,2 x 4GB,8 ns,12,,,0,0,0
Mushkin Stealth 16 GB,DDR3-2800,4 x 4GB,8.571 ns,12,,,0,0,0
Mushkin Stealth 16 GB,DDR3-2800,4 x 4GB,8.571 ns,12,,,0,0,0
Mushkin Stealth 8 GB,DDR3-2800,2 x 4GB,8.571 ns,12,,,0,0,0
Mushkin Stealth 8 GB,DDR3-2800,2 x 4GB,8.571 ns,12,,,0,0,0
G.Skill Trident X 16 GB,DDR3-2800,4 x 4GB,8.571 ns,12,,,0,0,0
Kingston KVR13N9S8HK2/8 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,,Green,4,5,0
Crucial Ballistix Sport 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,,0,0,0
Crucial Ballistix Sport 4 GB,DDR3-1600,1 x 4GB,11.25 ns,9,,Black / Silver,0,0,0
Crucial Ballistix Sport 8 GB,DDR3-1600,1 x 8GB,11.25 ns,9,,Black / Silver,0,0,0
G.Skill F3-1333C9D-8GSL 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,,,0,0,0
G.Skill F3-1333C9S-4GSL 4 GB,DDR3-1333,1 x 4GB,13.503 ns,9,,Green,0,0,0
G.Skill F3-1333C9S-8GSL 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,,0,0,0
ADATA XPG Gaming 8 GB,DDR3-1600,1 x 8GB,11.25 ns,9,,Black / Silver,5,1,0
G.Skill F3-1333C9D-16GSL 16 GB,DDR3-1333,2 x 8GB,13.503 ns,9,,,0,0,0
Patriot Viper 3 16 GB,DDR3-1600,2 x 8GB,12.5 ns,10,,Black / Blue,0,0,0
TEAMGROUP Dark 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,,5,1,0
TEAMGROUP Dark 16 GB,DDR3-1600,2 x 8GB,11.25 ns,9,,,0,0,0
TEAMGROUP Dark 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,,0,0,0
TEAMGROUP Dark 8 GB,DDR3-1866,2 x 4GB,9.646 ns,9,,,0,0,0
TEAMGROUP Elite 2 GB,DDR3-1333,1 x 2GB,13.503 ns,9,,,0,0,0
TEAMGROUP TED38192M1333C9 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,,0,0,0
TEAMGROUP Elite 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,,,0,0,0
TEAMGROUP Elite 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,,Red / Silver,4.5,4,0
TEAMGROUP TED38192M1600HC11DC 8 GB,DDR3-1600,2 x 4GB,13.75 ns,11,,Red / Silver,4,1,0
TEAMGROUP Elite 8 GB,DDR3-1600,1 x 8GB,13.75 ns,11,,,4.5,4,0
TEAMGROUP Elite 2 GB,DDR2-667,1 x 2GB,14.993 ns,5,,,0,0,0
TEAMGROUP Elite 2 GB,DDR2-667,1 x 2GB,14.993 ns,5,,,0,0,0
TEAMGROUP TEDD2048M800HC5 2 GB,DDR2-800,1 x 2GB,12.5 ns,5,,,0,0,0
TEAMGROUP Elite 4 GB,DDR2-667,2 x 2GB,14.993 ns,5,,,0,0,0
TEAMGROUP Elite 4 GB,DDR2-667,2 x 2GB,14.993 ns,5,,,0,0,0
TEAMGROUP Elite 4 GB,DDR2-800,2 x 2GB,12.5 ns,5,,,0,0,0
TEAMGROUP Vulcan 16 GB,DDR3-1600,2 x 8GB,12.5 ns,10,,,0,0,0
TEAMGROUP Vulcan 8 GB,DDR3-2400,2 x 4GB,8.333 ns,10,,,0,0,0
TEAMGROUP TLD316G1600HC10ADC01 16 GB,DDR3-1600,2 x 8GB,12.5 ns,10,,Black / Red,0,0,0
TEAMGROUP Vulcan 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Red / Amber,4,7,0
TEAMGROUP Vulcan 16 GB,DDR3-1600,2 x 8GB,12.5 ns,10,,,0,0,0
TEAMGROUP Vulcan 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Orange,4.5,9,0
TEAMGROUP Vulcan 16 GB,DDR3-1600,2 x 8GB,11.25 ns,9,,,4.5,4,0
TEAMGROUP Xtreem Dark 16 GB,DDR3-1600,4 x 4GB,11.25 ns,9,,,0,0,0
TEAMGROUP TXD316G1866HC9KQC-D 16 GB,DDR3-1866,4 x 4GB,9.646 ns,9,,,0,0,0
TEAMGROUP TXD316G2133HC11QC-L 16 GB,DDR3-2133,4 x 4GB,10.314 ns,11,,,0,0,0
TEAMGROUP TXD316G2133HC9NQC-L 16 GB,DDR3-2133,4 x 4GB,8.439 ns,9,,,0,0,0
TEAMGROUP Xtreem 16 GB,DDR3-2666,2 x 8GB,8.252 ns,11,,,5,1,0
TEAMGROUP Xtreem Dark 4 GB,DDR3-1600,2 x 2GB,11.25 ns,9,,,0,0,0
TEAMGROUP Xtreem Dark 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Black / Silver,4.5,4,0
TEAMGROUP Xtreem LV 8 GB,DDR3-2400,2 x 4GB,8.333 ns,10,,,0,0,0
TEAMGROUP Xtreem 8 GB,DDR3-2666,2 x 4GB,8.252 ns,11,,Black / Red,0,0,0
Avexir Core 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Black / Red,0,0,0
Avexir Core 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Black / Yellow,0,0,0
G.Skill Trident X 16 GB,DDR3-2933,4 x 4GB,8.183 ns,12,,,0,0,0
Patriot Viper 3 16 GB,DDR3-2133,2 x 8GB,10.314 ns,11,,,0,0,0
Patriot Viper 3 8 GB,DDR3-1866,2 x 4GB,9.646 ns,9,,,4,1,0
ADATA XPG Gaming 4 GB,DDR3-1600,1 x 4GB,11.25 ns,9,,Black / Silver,5,5,0
G.Skill F3-1600C11S-4GSL 4 GB,DDR3-1600,1 x 4GB,13.75 ns,11,,,0,0,0
Wintec AMPX 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Black / Silver,0,0,0
Wintec Value 4 GB,DDR3-1600,1 x 4GB,11.25 ns,9,,Green,0,0,0
Avexir Standard 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,,Black / Silver,0,0,0
Avexir Core 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,Black / Blue,4,1,0
Avexir Platinum 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,Black,0,0,0
Avexir Core 16 GB,DDR3-1333,2 x 8GB,13.503 ns,9,,Black / Blue,0,0,0
Avexir Standard 16 GB,DDR3-1333,2 x 8GB,13.503 ns,9,,Black / Silver,0,0,0
Avexir Core 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Black / Orange,0,0,0
Avexir MPower 16 GB,DDR3-1600,2 x 8GB,12.5 ns,10,,Black / Yellow,0,0,0
Avexir Standard 16 GB,DDR3-1600,2 x 8GB,12.5 ns,10,,Black / Silver,0,0,0
Avexir Core 16 GB,DDR3-1866,4 x 4GB,9.646 ns,9,,Black / Blue,0,0,0
Avexir Core 8 GB,DDR3-2000,2 x 4GB,9 ns,9,,Black / Blue,0,0,0
Avexir Core 16 GB,DDR3-2000,4 x 4GB,9 ns,9,,Black / Blue,0,0,0
Corsair XMS 64 GB,DDR3-1600,8 x 8GB,11.25 ns,9,,Black / Silver,0,0,0
Crucial Ballistix Sport 16 GB,DDR3-1866,2 x 8GB,10.718 ns,10,,,0,0,0
Patriot Viper 3 16 GB,DDR3-1866,2 x 8GB,10.718 ns,10,,Black / Blue,5,1,0
Patriot Viper 3 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Black / Blue,5,4,0
Patriot Viper 3 8 GB,DDR3-2133,2 x 4GB,10.314 ns,11,,,0,0,0
GeIL GeIL EVO VELOCE 8GB (2 x 4GB) 8 GB,DDR3-1866,2 x 4GB,9.646 ns,9,,Red / Silver,5,1,0
Mushkin Blackline 16 GB,DDR3-2666,4 x 4GB,9.002 ns,12,,,0,0,0
Mushkin Stealth 16 GB,DDR3-2666,4 x 4GB,9.002 ns,12,,,0,0,0
Mushkin Blackline RADIOACTIVE 16 GB,DDR3-2666,4 x 4GB,9.002 ns,12,,,0,0,0
Mushkin Blackline 8 GB,DDR3-2666,2 x 4GB,9.002 ns,12,,,0,0,0
Mushkin Stealth 8 GB,DDR3-2666,2 x 4GB,9.002 ns,12,,,0,0,0
Mushkin Blackline RADIOACTIVE 8 GB,DDR3-2666,2 x 4GB,9.002 ns,12,,Yellow / Black,0,0,0
VisionTek 900390 2 GB,DDR3-1600,1 x 2GB,10 ns,8,,Black,0,0,0
VisionTek 900408 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Black,4.5,2,0
Kingston KVR13S9S8K2/8 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,$5.250,Green,0,0,$42.00
G.Skill Ripjaws 8 GB,DDR3-1866,2 x 4GB,10.718 ns,10,,Black / Red,0,0,0
G.Skill Ripjaws 4 GB,DDR3-1866,1 x 4GB,10.718 ns,10,,Black / Red,0,0,0
Corsair CMSO8GX3M1C1600C11 8 GB,DDR3-1600,1 x 8GB,11.25 ns,9,,Green,0,0,0
Patriot PV316G240C0KBL 16 GB,DDR3-2400,2 x 8GB,8.333 ns,10,,Black / Blue,0,0,0
Avexir SODIMM 16 GB,DDR3-1333,2 x 8GB,13.503 ns,9,,Black / Green,0,0,0
Avexir MSI Z77 MPOWER Optimized (Blue LED) 8GB 8 GB,DDR3-2133,2 x 4GB,8.439 ns,9,,Black / Yellow,5,1,0
G.Skill Ripjaws 16 GB,DDR3-1866,2 x 8GB,10.718 ns,10,,Black / Red,0,0,0
G.Skill Ripjaws 8 GB,DDR3-1866,1 x 8GB,10.718 ns,10,,Black / Red,0,0,0
AMD AE38G1609U2 8 GB,DDR3-1600,1 x 8GB,11.25 ns,9,,Black / Red,0,0,0
VisionTek 900616 4 GB,DDR2-800,1 x 4GB,15 ns,6,,Blue,0,0,0
Avexir Standard 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,Black / Silver,0,0,0
Corsair Vengeance Performance 8 GB,DDR3-1866,2 x 4GB,10.718 ns,10,,Black / Gold,0,0,0
Avexir Standard 32 GB,DDR3-1600,4 x 8GB,12.5 ns,10,,Black / Silver,0,0,0
Avexir Core Series 16 GB,DDR3-2800,4 x 4GB,8.571 ns,12,,Black / Blue,0,0,0
Avexir Core Series 8 GB,DDR3-2933,2 x 4GB,8.183 ns,12,,Black / Blue,0,0,0
Avexir Core Series 8 GB,DDR3-3000,2 x 4GB,8 ns,12,,Black / Blue,0,0,0
ADATA XPG V2 8 GB,DDR3-3100,2 x 4GB,7.742 ns,12,,,0,0,0
ADATA XPG V2 8 GB,DDR3-3100,2 x 4GB,7.742 ns,12,,,0,0,0
OCZ OCZ2M8004GK 4 GB,DDR2-800,2 x 2GB,12.5 ns,5,,Green,0,0,0
Avexir Core 8 GB,DDR3-3200,2 x 4GB,8.125 ns,13,,Black / Blue,0,0,0
ADATA XPG V1.0 4 GB,DDR3-1600,1 x 4GB,13.75 ns,11,,Blue / Silver,5,4,0
ADATA XPG V1.0 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Black / Silver,4.5,28,0
ADATA XPG V1.0 4 GB,DDR3-1600,1 x 4GB,11.25 ns,9,,,4.5,6,0
ADATA XPG V1.0 8 GB,DDR3-1600,1 x 8GB,13.75 ns,11,,,0,0,0
ADATA XPG V1.0 8 GB,DDR3-1866,2 x 4GB,10.718 ns,10,,Red / Silver,4.5,8,0
Avexir Core 8 GB,DDR3-2400,2 x 4GB,8.333 ns,10,,,5,1,0
Corsair CMSO4GX3M1C1333C9 4 GB,DDR3-1333,1 x 4GB,13.503 ns,9,,,0,0,0
Corsair CMSO4GX3M1C1600C11 4 GB,DDR3-1600,1 x 4GB,11.25 ns,9,,Green,0,0,0
Corsair CMSO8GX3M1C1333C9 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,Green,0,0,0
Corsair Vengeance Pro 16 GB,DDR3-2800,4 x 4GB,8.571 ns,12,,,0,0,0
Corsair Vengeance Pro 8 GB,DDR3-2933,2 x 4GB,8.183 ns,12,,,0,0,0
Crucial CT2K8G3ERSLQ81067 16 GB,DDR3-1333,2 x 8GB,10.503 ns,7,,Black / Silver,0,0,0
Crucial CT2KIT25664BA160B 4 GB,DDR3-1600,2 x 2GB,13.75 ns,11,,Green,5,1,0
G.Skill Ripjaws X 4 GB,DDR3-1866,1 x 4GB,9.646 ns,9,,,5,8,0
G.Skill Sniper 8 GB,DDR3-1600,1 x 8GB,11.25 ns,9,,Black / Red,4,4,0
G.Skill Ripjaws Z 32 GB,DDR3-1866,4 x 8GB,10.718 ns,10,,Black / Blue,5,3,0
G.Skill Ripjaws Z 64 GB,DDR3-1866,8 x 8GB,10.718 ns,10,,,0,0,0
G.Skill Ripjaws Z 32 GB,DDR3-2133,4 x 8GB,9.376 ns,10,,Black / Blue,5,1,0
G.Skill Ripjaws Z 16 GB,DDR3-2133,4 x 4GB,8.439 ns,9,,,5,2,0
PNY MN16384KD3-1600 16 GB,DDR3-1600,2 x 8GB,13.75 ns,11,,Green,0,0,0
PNY MN8192SD3-1600 8 GB,DDR3-1600,1 x 8GB,13.75 ns,11,,Green,0,0,0
Patriot Viper SODIMM 16 GB,DDR3-1600,2 x 8GB,11.25 ns,9,,Black / Silver,0,0,0
Patriot Viper SODIMM 4 GB,DDR3-1600,1 x 4GB,11.25 ns,9,,Black / Silver,0,0,0
Patriot Viper SODIMM 8 GB,DDR3-1600,1 x 8GB,11.25 ns,9,,Black / Silver,0,0,0
Patriot Viper SODIMM 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,$7.522,Black / Silver,0,0,$60.18
Corsair Vengeance Performance 16 GB,DDR3-1866,2 x 8GB,10.718 ns,10,,Black / Gold,0,0,0
Corsair Vengeance Performance 8 GB,DDR3-2133,2 x 4GB,8.439 ns,9,,Black / Gold,0,0,0
G.Skill Ripjaws 8 GB,DDR3-1866,2 x 4GB,11.79 ns,11,,,0,0,0
G.Skill Ripjaws 4 GB,DDR3-1866,1 x 4GB,11.79 ns,11,,,0,0,0
Wintec Value 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,,,0,0,0
ADATA XPG V1.0 8 GB,DDR3-1600,2 x 4GB,13.75 ns,11,,Blue / Silver,5,2,0
Corsair Vengeance Performance 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,,0,0,0
G.Skill Aegis 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,,,0,0,0
G.Skill Aegis 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,,,0,0,0
G.Skill Aegis 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,,0,0,0
G.Skill Ripjaws Z 16 GB,DDR3-2933,4 x 4GB,8.183 ns,12,,,0,0,0
Patriot Viper 16 GB,DDR3-1866,2 x 8GB,10.718 ns,10,,,0,0,0
Patriot Viper 8 GB,DDR3-1866,1 x 8GB,10.718 ns,10,,,0,0,0
Patriot Viper 3 8 GB,DDR3-2400,2 x 4GB,9.167 ns,11,,,0,0,0
Transcend TS512MSK64V3N 4 GB,DDR3-1333,1 x 4GB,13.503 ns,9,,,0,0,0
Wintec Value 4 GB,DDR3-1333,1 x 4GB,13.503 ns,9,,,0,0,0
Wintec Value 4 GB,DDR3-1333,1 x 4GB,13.503 ns,9,,,0,0,0
Wintec Value 4 GB,DDR3-1600,1 x 4GB,13.75 ns,11,,,0,0,0
Wintec Value 8 GB,DDR3-1600,2 x 4GB,13.75 ns,11,,,0,0,0
Wintec Value 4 GB,DDR3-1600,1 x 4GB,13.75 ns,11,,,0,0,0
Wintec Value 8 GB,DDR3-1600,2 x 4GB,13.75 ns,11,,,0,0,0
Crucial CT2K8G3ERSLS41339 16 GB,DDR3-1333,2 x 8GB,13.503 ns,9,,,0,0,0
GeIL EVO POTENZA 8GB 8 GB,DDR3-2666,2 x 4GB,8.252 ns,11,,,0,0,0
Crucial Ballistix 8 GB,DDR3-1866,1 x 8GB,9.646 ns,9,,,5,1,0
Corsair CML8GX3M2A1600C9R 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Black / Red,5,3,0
G.Skill Ripjaws Z 64 GB,DDR3-2133,8 x 8GB,8.439 ns,9,,Black / Blue,0,0,0
Kingston KVR16R11D4/16 16 GB,DDR3-1600,1 x 16GB,13.75 ns,11,,Black / Blue,0,0,0
Avexir Core 8 GB,DDR3-2133,2 x 4GB,10.314 ns,11,,Black / Blue,4.5,6,0
Patriot Viper 3 8 GB,DDR3-1600,1 x 8GB,12.5 ns,10,,Black / Silver,4.5,4,0
Mushkin Redline 8 GB,DDR3-2400,2 x 4GB,8.333 ns,10,,Red / White,0,0,0
Silicon Power Xpower 8 GB,DDR3-2400,2 x 4GB,9.167 ns,11,,Green / Silver,0,0,0
Corsair Dominator Platinum 16 GB,DDR3-2666,4 x 4GB,9.002 ns,12,,Black / Silver,0,0,0
Corsair Dominator Platinum 8 GB,DDR3-2400,2 x 4GB,7.5 ns,9,,Black / Silver,3,2,0
Corsair Vengeance Performance 16 GB,DDR3-2133,2 x 8GB,10.314 ns,11,,Black / Gold,0,0,0
Corsair Vengeance Pro 8 GB,DDR3-2800,2 x 4GB,8.571 ns,12,,Black / Red,0,0,0
Crucial CT51264BF1339J 4 GB,DDR3-1333,1 x 4GB,13.503 ns,9,,Black / Green,0,0,0
G.Skill Ripjaws 8 GB,DDR3-2133,2 x 4GB,10.314 ns,11,,Black / Red,0,0,0
G.Skill Ripjaws 4 GB,DDR3-2133,1 x 4GB,10.314 ns,11,,Black / Red,0,0,0
GeIL EVO POTENZA 8 GB,DDR3-2133,2 x 4GB,9.376 ns,10,,Black / Red,0,0,0
GeIL EVO POTENZA 8 GB,DDR3-2133,2 x 4GB,10.314 ns,11,,Black / Red,5,1,0
Mushkin Redline 16 GB,DDR3-2400,4 x 4GB,8.333 ns,10,,Red / White,0,0,0
Corsair Vengeance Pro 16 GB,DDR3-2666,4 x 4GB,9.002 ns,12,,Black / Red,0,0,0
Corsair Vengeance Pro 32 GB,DDR3-2666,4 x 8GB,9.002 ns,12,,Black / Red,0,0,0
G.Skill Ripjaws Z 16 GB,DDR3-2666,4 x 4GB,8.252 ns,11,,Black / Blue,0,0,0
G.Skill Trident X 16 GB,DDR3-3000,4 x 4GB,8 ns,12,,Black / Red,0,0,0
GeIL Green 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,,Black / Green,0,0,0
GeIL Green 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,Black / Green,0,0,0
GeIL DRAGON 4 GB,DDR3-1333,1 x 4GB,13.503 ns,9,,Black,0,0,0
GeIL DRAGON 4 GB,DDR3-1600,1 x 4GB,13.75 ns,11,,Black,4,1,0
GeIL DRAGON 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,Black,0,0,0
Corsair Mac Memory 16 GB,DDR3-1333,2 x 8GB,13.503 ns,9,,Black / Green,0,0,$83.99
Corsair Mac Memory 16 GB,DDR3-1600,2 x 8GB,13.75 ns,11,,Black / Green,0,0,0
Corsair Mac Memory 4 GB,DDR3-1066,1 x 4GB,13.133 ns,7,,Black / Green,0,0,$22.99
Corsair Mac Memory 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,Black / Green,0,0,0
Corsair Mac Memory 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,$5.749,Black / Green,0,0,$45.99
Crucial CT12872BD1339 1 GB,DDR3-1333,1 x 1GB,13.503 ns,9,,Black / Green,0,0,0
Crucial CT2G3S1067M 2 GB,DDR3-1066,1 x 2GB,13.133 ns,7,$9.990,Black / Green,0,0,$19.98
Crucial CT2G3S1339M 2 GB,DDR3-1333,1 x 2GB,13.503 ns,9,,Black / Green,0,0,0
Crucial CT2K2G3S1067M 4 GB,DDR3-1066,2 x 2GB,13.133 ns,7,$8.998,Black / Green,0,0,$35.99
Crucial CT2K4G3W186DM 8 GB,DDR3-1866,2 x 4GB,13.934 ns,13,,Black / Green,0,0,0
Crucial CT2KIT25664BA1339A 4 GB,DDR3-1333,2 x 2GB,13.503 ns,9,,Black / Green,3,1,0
Crucial CT2KIT51272BA1067 8 GB,DDR3-1066,2 x 4GB,13.133 ns,7,,Black / Green,0,0,0
Crucial CT4G3W186DM 4 GB,DDR3-1866,1 x 4GB,13.934 ns,13,,Black / Green,0,0,0
Crucial CT51272BA1067 4 GB,DDR3-1066,1 x 4GB,13.133 ns,7,,Black / Green,0,0,0
Crucial CT8G3S1339M 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,$3.922,Black / Green,0,0,$31.38
Crucial CT8G3W186DM 8 GB,DDR3-1866,1 x 8GB,13.934 ns,13,,Black / Green,0,0,0
G.Skill FA-10666CL9S-4GBSQ 4 GB,DDR3-1333,1 x 4GB,13.503 ns,9,,Black / Green,0,0,0
G.Skill FA-1333C9D-16GSQ 16 GB,DDR3-1333,2 x 8GB,13.503 ns,9,,Black / Green,0,0,0
G.Skill FA-1333C9Q-16GSQ 16 GB,DDR3-1333,4 x 4GB,13.503 ns,9,,Black / Green,0,0,0
G.Skill FA-1333C9S-8GSQ 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,Black / Green,0,0,0
G.Skill FA-1600C11D-16GSQ 16 GB,DDR3-1600,2 x 8GB,13.75 ns,11,,Black / Green,0,0,0
G.Skill FA-1600C11D-8GSQ 8 GB,DDR3-1600,2 x 4GB,13.75 ns,11,,Black / Green,0,0,0
G.Skill FA-1600C11S-4GSQ 4 GB,DDR3-1600,1 x 4GB,13.75 ns,11,,Black / Green,0,0,0
G.Skill FA-8500CL7S-4GBSQ 4 GB,DDR3-1066,1 x 4GB,13.133 ns,7,,Black / Green,0,0,0
IBM 00D4955 4 GB,DDR3-1600,1 x 4GB,13.75 ns,11,,Black / Green,0,0,0
IBM 00D4964 16 GB,DDR3-1333,1 x 16GB,13.503 ns,9,,Black / Green,0,0,0
Mushkin 971643A 2 GB,DDR3-1066,1 x 2GB,13.133 ns,7,,Black / Blue,0,0,0
Mushkin 971644A 4 GB,DDR3-1066,1 x 4GB,13.133 ns,7,,Black / Blue,0,0,0
Mushkin 971699A 2 GB,DDR3-1066,1 x 2GB,13.133 ns,7,$17.495,Black / Green,0,0,$34.99
Mushkin 971980A 16 GB,DDR3-1333,1 x 16GB,13.503 ns,9,,Black / Green,0,0,0
Mushkin 972020A 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,Black / Green,0,0,0
Mushkin 972038A 8 GB,DDR3-1600,1 x 8GB,13.75 ns,11,,Black / Green,0,0,0
Mushkin 972044A 8 GB,DDR3-1333,1 x 8GB,13.503 ns,9,,Black / Green,0,0,0
Mushkin 973980A 64 GB,DDR3-1333,4 x 16GB,13.503 ns,9,,Black / Green,0,0,0
Mushkin 974044A 32 GB,DDR3-1333,4 x 8GB,13.503 ns,9,,Black / Green,0,0,0
Mushkin 976504A 2 GB,DDR2-667,2 x 1GB,14.993 ns,5,,Black / Green,0,0,0
Mushkin 977020A 16 GB,DDR3-1333,2 x 8GB,13.503 ns,9,,Black / Green,0,0,0
Mushkin 977033A 8 GB,DDR3-1600,2 x 4GB,13.75 ns,11,,Black / Green,0,0,0
Patriot Mac 16 GB,DDR3-1333,2 x 8GB,13.503 ns,9,,Black / Green,0,0,0
Mushkin Essentials 16 GB,DDR3-1600,2 x 8GB,13.75 ns,11,,Black / Green,0,0,0
Mushkin 976647A 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,$6.749,Black / Green,0,0,$53.99
Corsair Vengeance Performance 16 GB,DDR3-1600,2 x 8GB,11.25 ns,9,,Black / Gold,0,0,0
Corsair Vengeance Pro 16 GB,DDR3-2800,4 x 4GB,8.571 ns,12,,Black / Red,0,0,0
Corsair Vengeance Pro 16 GB,DDR3-2933,4 x 4GB,8.183 ns,12,,Black / Red,0,0,0
Corsair Vengeance Pro 16 GB,DDR3-2933,4 x 4GB,8.183 ns,12,,Black / Red,0,0,0
Corsair Vengeance Pro 32 GB,DDR3-2666,4 x 8GB,8.252 ns,11,,Black / Red,0,0,0
Corsair Vengeance Pro 8 GB,DDR3-2666,2 x 4GB,8.252 ns,11,,Black / Red,0,0,0
GeIL EVO Leggera 2 GB,DDR3-1333,1 x 2GB,13.503 ns,9,,Black / Blue,0,0,0
GeIL EVO Leggera 2 GB,DDR3-1600,1 x 2GB,11.25 ns,9,,Black / Blue,0,0,0
GeIL EVO Leggara 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,,Black / Blue,0,0,0
GeIL EVO VELOCE 2 GB,DDR3-1333,1 x 2GB,13.503 ns,9,,Red / White,0,0,0
GeIL EVO VELOCE 2 GB,DDR3-1600,1 x 2GB,11.25 ns,9,,Red / White,0,0,0
GeIL Green 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,$11.249,Black / Green,0,0,$89.99
GeIL Green 4 GB,DDR3-1333,1 x 4GB,13.503 ns,9,,Black / Green,0,0,0
GeIL EVO CORSA 8 GB,DDR3-1600,1 x 8GB,11.25 ns,9,,Black / Yellow,0,0,0
GeIL EVO POTENZA 4 GB,DDR3-1600,1 x 4GB,11.25 ns,9,,Black / Red,0,0,0
GeIL EVO POTENZA 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,,Black / Red,0,0,0
GeIL EVO POTENZA 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Black / Red,4.5,2,0
GeIL EVO POTENZA 8 GB,DDR3-1866,2 x 4GB,9.646 ns,9,,Black / Red,0,0,0
GeIL EVO POTENZA 4 GB,DDR3-1333,1 x 4GB,13.503 ns,9,,Black / White,0,0,0
GeIL EVO POTENZA 4 GB,DDR3-1600,1 x 4GB,11.25 ns,9,,Black / White,0,0,0
GeIL EVO POTENZA 8 GB,DDR3-1333,2 x 4GB,13.503 ns,9,,Black / White,0,0,0
GeIL EVO POTENZA 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,,Black / White,0,0,0
GeIL EVO POTENZA 8 GB,DDR3-1866,2 x 4GB,9.646 ns,9,,Black / White,0,0,0
GeIL EVO POTENZA 8 GB,DDR3-2933,2 x 4GB,8.183 ns,12,,Black / White,0,0,0
AMD R9 Gamer 8 GB,DDR3-2400,2 x 4GB,9.167 ns,11,,Black / Silver,4.5,7,0
